STATEA,COUNTYA,naics,emp_nf,EMP
48,159,48----,H,1106
48,161,48----,J,131
48,163,48----,G,571
48,165,48----,J,245
48,167,48----,G,3082
48,169,48----,J,20
48,171,48----,H,129
48,173,48----,H,24
48,175,48----,J,113
48,177,48----,H,128
48,179,48----,G,327
48,181,48----,H,1161
48,183,48----,G,2145
48,185,48----,J,118
48,187,48----,H,1818
48,189,48----,H,1415
48,191,48----,H,26
48,193,48----,J,40
48,195,48----,G,55
48,197,48----,G,20
48,199,48----,H,143
48,201,48----,G,108648
48,203,48----,G,495
48,205,48----,H,35
48,207,48----,H,44
48,209,48----,J,2161
48,211,48----,J,83
48,213,48----,G,115
48,215,48----,G,8087
48,217,48----,J,144
48,219,48----,H,367
48,221,48----,G,276
48,223,48----,G,565
48,225,48----,J,117
48,227,48----,H,188
48,229,48----,G,7
48,231,48----,G,266
48,233,48----,J,135
48,235,48----,H,132
48,237,48----,H,96
48,239,48----,J,97
48,241,48----,G,255
48,245,48----,G,4980
48,247,48----,J,38
48,249,48----,H,532
48,251,48----,H,2236
48,253,48----,G,136
48,255,48----,G,279
48,257,48----,G,2535
48,259,48----,H,98
48,265,48----,J,217
48,267,48----,G,4
48,273,48----,J,421
48,275,48----,J,44
48,277,48----,H,417
48,279,48----,J,45
48,281,48----,J,44
48,283,48----,J,155
48,285,48----,H,133
48,287,48----,G,263
48,289,48----,H,97
48,291,48----,G,817
48,293,48----,H,94
48,295,48----,H,103
48,297,48----,H,324
48,299,48----,G,19
48,303,48----,G,4623
48,307,48----,H,150
48,309,48----,H,2892
48,311,48----,J,50
48,313,48----,J,45
48,315,48----,H,185
48,317,48----,J,44
48,319,48----,G,22
48,321,48----,H,208
48,323,48----,G,1005
48,325,48----,H,273
48,329,48----,G,5081
48,331,48----,G,34
48,333,48----,J,14
48,335,48----,J,21
48,337,48----,G,127
48,339,48----,G,4779
48,341,48----,G,214
48,343,48----,J,89
48,347,48----,G,272
48,349,48----,G,612
48,351,48----,H,23
48,353,48----,H,1050
48,355,48----,G,3739
48,357,48----,H,71
48,361,48----,H,549
48,363,48----,G,144
48,365,48----,J,472
48,367,48----,G,2031
48,369,48----,H,66
48,371,48----,H,391
48,373,48----,G,185
48,375,48----,G,2279
48,377,48----,H,36
48,379,48----,J,11
48,381,48----,G,1172
48,383,48----,G,160
48,387,48----,J,10
48,389,48----,H,1046
48,391,48----,G,62
48,395,48----,J,425
48,397,48----,G,596
48,399,48----,G,55
48,401,48----,H,251
48,403,48----,J,21
48,405,48----,G,40
48,407,48----,J,29
48,409,48----,H,576
48,411,48----,G,37
48,413,48----,G,12
48,415,48----,H,444
48,417,48----,G,8
48,419,48----,H,211
48,421,48----,J,67
48,423,48----,G,2841
48,425,48----,J,150
48,427,48----,G,199
48,429,48----,H,60
48,431,48----,J,24
48,435,48----,J,131
48,437,48----,J,56
48,439,48----,G,45362
48,441,48----,G,2348
48,445,48----,J,17
48,449,48----,G,171
48,451,48----,G,947
48,453,48----,G,16790
48,455,48----,J,37
48,457,48----,G,58
48,459,48----,H,228
48,461,48----,J,125
48,463,48----,G,318
48,465,48----,H,680
48,467,48----,G,184
48,469,48----,H,1106
48,471,48----,G,124
48,473,48----,H,685
48,475,48----,G,403
48,477,48----,H,245
48,479,48----,G,16453
48,481,48----,H,430
48,483,48----,J,47
48,485,48----,G,1589
48,487,48----,J,82
48,489,48----,G,22
48,491,48----,G,1864
48,493,48----,H,524
48,495,48----,J,491
48,497,48----,G,469
48,499,48----,H,158
48,501,48----,G,180
48,503,48----,H,55
48,505,48----,H,29
48,507,48----,H,26
48,999,48----,J,2497
49,1,48----,H,135
49,3,48----,H,1706
49,5,48----,G,1466
49,7,48----,G,317
49,11,48----,G,4555
49,13,48----,G,500
49,15,48----,G,41
49,17,48----,J,8
49,19,48----,H,86
49,21,48----,H,275
49,23,48----,H,35
49,25,48----,J,23
49,27,48----,G,64
49,29,48----,G,223
49,31,48----,J,12
49,33,48----,J,16
49,35,48----,G,34626
49,37,48----,J,32
49,39,48----,G,106
49,41,48----,G,931
49,43,48----,G,319
49,45,48----,H,1400
49,47,48----,H,741
49,49,48----,G,3042
49,51,48----,H,145
49,53,48----,H,4281
49,55,48----,J,15
49,57,48----,H,3789
49,999,48----,J,7540
50,1,48----,G,385
50,3,48----,H,169
50,5,48----,G,267
50,7,48----,G,2356
50,9,48----,G,23
50,11,48----,G,491
50,13,48----,J,131
50,15,48----,H,95
50,17,48----,J,58
50,19,48----,H,180
50,21,48----,G,326
50,23,48----,G,466
50,25,48----,H,572
50,27,48----,H,367
51,1,48----,H,114
51,3,48----,G,682
51,5,48----,J,18
51,7,48----,H,104
51,9,48----,G,282
51,11,48----,J,25
51,13,48----,J,4825
51,15,48----,H,2679
51,19,48----,G,274
51,21,48----,J,5
51,23,48----,H,937
51,25,48----,H,119
51,27,48----,G,170
51,29,48----,G,64
51,31,48----,H,586
51,33,48----,J,276
51,35,48----,G,118
51,36,48----,J,265
51,37,48----,G,200
51,41,48----,H,6843
51,43,48----,H,28
51,47,48----,G,215
51,49,48----,H,74
51,51,48----,H,107
51,53,48----,H,1499
51,57,48----,J,43
51,59,48----,G,8696
51,61,48----,G,263
51,63,48----,J,11
51,65,48----,J,45
51,67,48----,G,205
51,69,48----,G,2374
51,71,48----,J,29
51,73,48----,G,195
51,75,48----,H,748
51,77,48----,J,128
51,79,48----,G,91
51,81,48----,H,553
51,83,48----,H,1127
51,85,48----,H,2092
51,87,48----,H,5256
51,89,48----,J,427
51,91,48----,H,35
51,93,48----,J,240
51,95,48----,J,1152
51,97,48----,J,46
51,99,48----,G,170
51,101,48----,G,67
51,103,48----,H,63
51,105,48----,J,58
51,107,48----,H,13563
51,109,48----,J,1120
51,111,48----,H,51
51,113,48----,J,38
51,115,48----,J,10
51,117,48----,G,306
51,119,48----,J,37
51,121,48----,H,544
51,125,48----,J,35
51,127,48----,H,76
51,133,48----,J,23
51,135,48----,J,25
51,137,48----,J,476
51,139,48----,J,217
51,141,48----,G,122
51,143,48----,G,352
51,145,48----,H,145
51,147,48----,J,144
51,149,48----,H,1066
51,153,48----,G,2047
51,155,48----,H,485
51,159,48----,H,74
51,161,48----,H,615
51,163,48----,H,88
51,165,48----,G,3182
51,167,48----,G,194
51,169,48----,H,84
51,171,48----,H,458
51,173,48----,J,217
51,175,48----,G,124
51,177,48----,G,1486
51,179,48----,H,860
51,181,48----,G,13
51,183,48----,H,78
51,185,48----,H,219
51,187,48----,H,1724
51,191,48----,H,1060
51,193,48----,J,13
51,195,48----,G,194
51,197,48----,H,504
51,199,48----,H,132
51,510,48----,G,1261
51,520,48----,H,350
51,530,48----,J,30
51,540,48----,H,153
51,550,48----,G,4564
51,570,48----,G,17
51,580,48----,H,214
51,590,48----,G,379
51,600,48----,J,55
51,610,48----,H,152
51,630,48----,G,125
51,640,48----,G,81
51,650,48----,G,556
51,660,48----,G,353
51,670,48----,J,12
51,678,48----,J,23
51,680,48----,G,901
51,683,48----,G,491
51,685,48----,G,47
51,690,48----,H,605
51,700,48----,G,1480
51,710,48----,H,7120
51,730,48----,H,234
51,735,48----,G,24
51,740,48----,H,1807
51,760,48----,G,4809
51,770,48----,G,4007
51,775,48----,G,525
51,790,48----,J,384
51,800,48----,G,2375
51,810,48----,G,1943
51,820,48----,J,305
51,830,48----,G,13
51,840,48----,J,182
51,999,48----,J,236
53,1,48----,G,268
53,3,48----,G,84
53,5,48----,G,1130
53,7,48----,H,409
53,9,48----,H,501
53,11,48----,G,4358
53,13,48----,J,11
53,15,48----,G,1001
53,17,48----,H,451
53,21,48----,G,1815
53,25,48----,G,1247
53,27,48----,H,508
53,29,48----,H,199
53,31,48----,H,89
53,33,48----,G,55138
53,35,48----,G,978
53,37,48----,H,193
53,39,48----,J,51
53,41,48----,H,1277
53,43,48----,J,22
53,45,48----,G,198
53,47,48----,G,234
53,49,48----,J,25
53,51,48----,J,11
53,53,48----,G,13486
53,55,48----,H,167
53,57,48----,G,1429
53,59,48----,G,4
53,61,48----,G,5859
53,63,48----,G,6217
53,65,48----,G,283
53,67,48----,G,2225
53,69,48----,J,8
53,71,48----,G,385
53,73,48----,G,3086
53,75,48----,H,236
53,77,48----,H,3449
53,999,48----,H,281
54,1,48----,G,61
54,3,48----,J,2393
54,5,48----,G,96
54,7,48----,H,37
54,9,48----,J,244
54,11,48----,G,335
54,13,48----,J,32
54,19,48----,G,141
54,21,48----,J,13
54,23,48----,G,60
54,25,48----,J,127
54,27,48----,G,54
54,29,48----,H,165
54,31,48----,J,134
54,33,48----,H,1463
54,35,48----,J,122
54,37,48----,J,21
54,39,48----,G,2584
54,41,48----,H,221
54,43,48----,G,10
54,45,48----,G,196
54,47,48----,G,135
54,49,48----,J,386
54,51,48----,H,193
54,53,48----,J,103
54,55,48----,J,295
54,57,48----,G,89
54,59,48----,H,134
54,61,48----,H,354
54,63,48----,J,32
54,65,48----,H,42
54,67,48----,H,231
54,69,48----,J,947
54,71,48----,J,93
54,73,48----,H,66
54,75,48----,H,176
54,77,48----,G,255
54,79,48----,H,855
54,81,48----,G,533
54,83,48----,G,343
54,85,48----,J,134
54,87,48----,H,23
54,89,48----,H,86
54,91,48----,H,74
54,95,48----,J,41
54,97,48----,G,120
54,99,48----,H,400
54,101,48----,H,45
54,103,48----,J,113
54,105,48----,J,4
54,107,48----,H,882
54,109,48----,J,80
55,1,48----,G,35
55,3,48----,H,135
