STATEA,COUNTYA,naics,EMP_2019,EMP_2022,Growth_Rate
18,59,48----,1979,1669,-15.664477008590197
18,61,48----,203,158,-22.167487684729064
18,63,48----,12754,11583,-9.181433275835033
18,65,48----,183,235,28.415300546448087
18,67,48----,432,404,-6.481481481481481
18,69,48----,317,367,15.772870662460567
18,71,48----,2056,1714,-16.634241245136185
18,73,48----,862,744,-13.68909512761021
18,75,48----,97,70,-27.835051546391753
18,77,48----,208,154,-25.961538461538463
18,79,48----,936,909,-2.8846153846153846
18,81,48----,7217,2357,-67.34100041568519
18,83,48----,586,592,1.023890784982935
18,85,48----,367,319,-13.079019073569482
18,87,48----,345,332,-3.768115942028986
18,89,48----,7913,7342,-7.2159737141412865
18,91,48----,1474,1304,-11.533242876526458
18,93,48----,189,228,20.634920634920633
18,95,48----,2901,2472,-14.788004136504654
18,97,48----,41461,41506,0.10853573237500301
18,99,48----,353,367,3.9660056657223794
18,101,48----,160,195,21.875
18,103,48----,302,355,17.549668874172188
18,105,48----,812,772,-4.926108374384237
18,107,48----,247,266,7.6923076923076925
18,109,48----,251,169,-32.669322709163346
18,111,48----,46,91,97.82608695652173
18,113,48----,153,149,-2.6143790849673203
18,117,48----,107,171,59.813084112149525
18,119,48----,51,70,37.254901960784316
18,121,48----,62,69,11.29032258064516
18,123,48----,82,151,84.14634146341463
18,125,48----,279,244,-12.544802867383511
18,127,48----,2668,2135,-19.97751124437781
18,129,48----,2642,2413,-8.667676003028008
18,131,48----,118,120,1.694915254237288
18,133,48----,863,814,-5.677867902665121
18,135,48----,135,147,8.88888888888889
18,137,48----,1296,1116,-13.88888888888889
18,139,48----,301,331,9.966777408637874
18,141,48----,4413,4259,-3.4896895535916608
18,143,48----,87,117,34.48275862068966
18,145,48----,419,879,109.7852028639618
18,147,48----,341,345,1.1730205278592376
18,149,48----,39,37,-5.128205128205128
18,151,48----,495,803,62.22222222222222
18,153,48----,62,91,46.774193548387096
18,157,48----,2020,1732,-14.257425742574256
18,159,48----,24,20,-16.666666666666664
18,161,48----,33,28,-15.151515151515152
18,163,48----,5890,4726,-19.76230899830221
18,165,48----,90,112,24.444444444444443
18,167,48----,1858,1646,-11.410118406889127
18,169,48----,111,145,30.630630630630627
18,171,48----,77,88,14.285714285714285
18,173,48----,416,423,1.6826923076923077
18,175,48----,65,66,1.5384615384615385
18,177,48----,640,621,-2.96875
18,179,48----,1450,1656,14.206896551724139
18,181,48----,226,235,3.982300884955752
18,183,48----,244,199,-18.442622950819672
18,999,48----,593,833,40.472175379426645
19,1,48----,153,145,-5.228758169934641
19,3,48----,42,30,-28.57142857142857
19,5,48----,48,66,37.5
19,7,48----,78,123,57.692307692307686
19,9,48----,56,60,7.142857142857142
19,11,48----,136,144,5.88235294117647
19,13,48----,3647,3196,-12.366328489169181
19,15,48----,856,744,-13.084112149532709
19,17,48----,53,63,18.867924528301888
19,19,48----,205,146,-28.780487804878046
19,21,48----,103,94,-8.737864077669903
19,23,48----,173,68,-60.69364161849711
19,25,48----,120,109,-9.166666666666666
19,27,48----,268,306,14.17910447761194
19,29,48----,136,142,4.411764705882353
19,31,48----,440,391,-11.136363636363637
19,33,48----,937,706,-24.653148345784416
19,35,48----,926,815,-11.987041036717063
19,37,48----,99,95,-4.040404040404041
19,39,48----,164,227,38.41463414634146
19,41,48----,390,345,-11.538461538461538
19,43,48----,127,108,-14.960629921259844
19,45,48----,816,636,-22.058823529411764
19,47,48----,349,312,-10.601719197707736
19,49,48----,959,1217,26.903023983315954
19,51,48----,131,56,-57.25190839694656
19,53,48----,15,10,-33.33333333333333
19,55,48----,185,132,-28.64864864864865
19,57,48----,549,968,76.32058287795994
19,59,48----,301,144,-52.159468438538205
19,61,48----,4719,3515,-25.513880059334603
19,63,48----,85,114,34.11764705882353
19,65,48----,468,277,-40.81196581196581
19,67,48----,90,131,45.55555555555556
19,69,48----,32,37,15.625
19,71,48----,207,59,-71.49758454106279
19,73,48----,14,7,-50.0
19,75,48----,104,114,9.615384615384617
19,77,48----,70,65,-7.142857142857142
19,79,48----,58,62,6.896551724137931
19,81,48----,234,165,-29.48717948717949
19,83,48----,121,120,-0.8264462809917356
19,85,48----,50,54,8.0
19,87,48----,1008,1023,1.488095238095238
19,89,48----,43,66,53.48837209302325
19,91,48----,204,233,14.215686274509803
19,93,48----,117,142,21.367521367521366
19,95,48----,106,113,6.60377358490566
19,97,48----,468,555,18.58974358974359
19,99,48----,202,229,13.366336633663368
19,101,48----,127,126,-0.7874015748031495
19,103,48----,3046,4046,32.82994090610637
19,105,48----,100,96,-4.0
19,107,48----,126,149,18.253968253968253
19,109,48----,113,121,7.079646017699115
19,111,48----,261,327,25.287356321839084
19,113,48----,7277,8577,17.864504603545416
19,115,48----,108,106,-1.8518518518518516
19,117,48----,2663,2408,-9.575666541494556
19,119,48----,107,87,-18.69158878504673
19,121,48----,32,57,78.125
19,123,48----,213,158,-25.821596244131456
19,125,48----,217,183,-15.668202764976957
19,127,48----,225,223,-0.8888888888888888
19,129,48----,44,158,259.09090909090907
19,131,48----,63,59,-6.349206349206349
19,133,48----,29,70,141.3793103448276
19,135,48----,24,18,-25.0
19,137,48----,76,80,5.263157894736842
19,139,48----,776,888,14.432989690721648
19,141,48----,415,419,0.9638554216867471
19,143,48----,115,116,0.8695652173913043
19,145,48----,50,56,12.0
19,147,48----,138,64,-53.62318840579711
19,149,48----,1357,1181,-12.96978629329403
19,151,48----,76,44,-42.10526315789473
19,153,48----,14507,13594,-6.293513476252843
19,155,48----,1951,1518,-22.193746796514606
19,157,48----,76,60,-21.052631578947366
19,159,48----,17,8,-52.94117647058824
19,161,48----,159,137,-13.836477987421384
19,163,48----,3227,3190,-1.1465757669662224
19,165,48----,953,981,2.9380902413431267
19,167,48----,464,403,-13.14655172413793
19,169,48----,516,514,-0.3875968992248062
19,171,48----,119,117,-1.680672268907563
19,173,48----,190,190,0.0
19,175,48----,81,93,14.814814814814813
19,177,48----,64,79,23.4375
19,179,48----,518,522,0.7722007722007722
19,181,48----,92,47,-48.91304347826087
19,183,48----,133,142,6.7669172932330826
19,185,48----,21,37,76.19047619047619
19,187,48----,2726,3004,10.198092443140132
19,189,48----,324,324,0.0
19,191,48----,205,202,-1.4634146341463417
19,193,48----,1735,1286,-25.878962536023053
19,195,48----,13,19,46.15384615384615
19,197,48----,116,79,-31.896551724137932
20,1,48----,86,79,-8.13953488372093
20,3,48----,41,35,-14.634146341463413
20,5,48----,79,123,55.69620253164557
20,7,48----,22,31,40.909090909090914
20,9,48----,238,318,33.61344537815126
20,11,48----,66,76,15.151515151515152
20,13,48----,127,128,0.7874015748031495
20,15,48----,456,496,8.771929824561402
20,17,48----,40,53,32.5
20,21,48----,97,44,-54.63917525773196
20,27,48----,54,40,-25.925925925925924
20,29,48----,55,52,-5.454545454545454
20,31,48----,127,122,-3.937007874015748
20,35,48----,110,87,-20.909090909090907
20,37,48----,176,216,22.727272727272727
20,39,48----,13,5,-61.53846153846154
20,41,48----,162,130,-19.753086419753085
20,43,48----,152,110,-27.631578947368425
20,45,48----,638,1154,80.87774294670847
20,47,48----,9,15,66.66666666666666
20,49,48----,6,5,-16.666666666666664
20,51,48----,412,348,-15.53398058252427
20,53,48----,204,209,2.450980392156863
20,55,48----,449,517,15.14476614699332
20,57,48----,599,423,-29.382303839732888
20,59,48----,2150,1981,-7.8604651162790695
20,61,48----,855,688,-19.53216374269006
20,63,48----,22,24,9.090909090909092
20,65,48----,4,4,0.0
20,67,48----,66,80,21.21212121212121
20,69,48----,53,100,88.67924528301887
20,73,48----,167,142,-14.97005988023952
20,75,48----,73,73,0.0
20,77,48----,167,138,-17.365269461077844
20,79,48----,108,153,41.66666666666667
20,81,48----,30,29,-3.3333333333333335
20,83,48----,41,30,-26.82926829268293
20,85,48----,24,19,-20.833333333333336
20,87,48----,50,39,-22.0
20,89,48----,38,36,-5.263157894736842
20,91,48----,23945,19043,-20.47191480476091
20,93,48----,64,31,-51.5625
20,95,48----,30,26,-13.333333333333334
20,97,48----,45,60,33.33333333333333
20,99,48----,381,358,-6.036745406824147
20,101,48----,8,7,-12.5
20,103,48----,381,373,-2.099737532808399
20,107,48----,25,44,76.0
20,109,48----,5,9,80.0
20,111,48----,359,337,-6.128133704735376
20,113,48----,201,175,-12.935323383084576
20,115,48----,24,22,-8.333333333333332
20,117,48----,80,109,36.25
20,119,48----,6,64,966.6666666666666
20,121,48----,216,234,8.333333333333332
20,123,48----,75,68,-9.333333333333334
20,125,48----,479,1454,203.54906054279752
20,127,48----,14,12,-14.285714285714285
20,129,48----,63,62,-1.5873015873015872
20,131,48----,424,400,-5.660377358490567
20,133,48----,82,54,-34.146341463414636
20,135,48----,49,50,2.0408163265306123
20,137,48----,14,20,42.857142857142854
20,139,48----,60,16,-73.33333333333333
20,141,48----,65,80,23.076923076923077
20,143,48----,13,16,23.076923076923077
20,147,48----,80,88,10.0
20,149,48----,277,252,-9.025270758122744
20,151,48----,50,67,34.0
20,153,48----,5,5,0.0
20,155,48----,1091,1357,24.381301558203482
20,157,48----,18,15,-16.666666666666664
20,159,48----,112,136,21.428571428571427
20,161,48----,176,181,2.840909090909091
20,163,48----,79,72,-8.860759493670885
20,165,48----,53,66,24.528301886792452
20,167,48----,74,92,24.324324324324326
20,169,48----,1422,1205,-15.260196905766527
20,171,48----,40,38,-5.0
20,173,48----,10206,9377,-8.122672937487753
20,175,48----,834,799,-4.1966426858513195
20,177,48----,3176,2954,-6.98992443324937
20,179,48----,39,41,5.128205128205128
20,181,48----,89,77,-13.48314606741573
20,185,48----,29,25,-13.793103448275861
20,187,48----,43,46,6.976744186046512
20,189,48----,128,84,-34.375
20,191,48----,252,331,31.349206349206348
20,193,48----,124,110,-11.29032258064516
20,195,48----,19,23,21.052631578947366
20,197,48----,26,47,80.76923076923077
20,199,48----,10,7,-30.0
20,201,48----,54,52,-3.7037037037037033
20,203,48----,21,12,-42.857142857142854
20,205,48----,38,34,-10.526315789473683
20,209,48----,11013,9053,-17.797148824116952
20,999,48----,4905,4552,-7.1967380224260955
21,1,48----,248,134,-45.96774193548387
21,3,48----,690,545,-21.014492753623188
21,7,48----,72,52,-27.77777777777778
21,9,48----,173,157,-9.248554913294797
21,11,48----,35,27,-22.857142857142858
21,13,48----,66,86,30.303030303030305
21,15,48----,14748,14709,-0.26444263628966636
21,17,48----,46,64,39.130434782608695
21,19,48----,882,870,-1.3605442176870748
21,21,48----,507,300,-40.828402366863905
21,25,48----,75,117,56.00000000000001
21,27,48----,84,69,-17.857142857142858
21,29,48----,2647,2201,-16.8492633169626
21,31,48----,41,46,12.195121951219512
21,33,48----,198,146,-26.262626262626267
21,35,48----,1947,2435,25.064201335387775
21,37,48----,504,534,5.952380952380952
21,41,48----,195,211,8.205128205128204
21,43,48----,64,62,-3.125
21,45,48----,60,172,186.66666666666666
21,47,48----,1981,1517,-23.42251388187784
21,49,48----,265,229,-13.584905660377359
21,51,48----,10,8,-20.0
21,53,48----,54,59,9.25925925925926
21,55,48----,38,33,-13.157894736842104
21,59,48----,1944,1747,-10.133744855967079
21,63,48----,7,11,57.14285714285714
21,67,48----,9961,6643,-33.30990864371047
21,69,48----,27,22,-18.51851851851852
21,71,48----,264,280,6.0606060606060606
21,73,48----,304,248,-18.421052631578945
21,75,48----,29,26,-10.344827586206897
21,79,48----,22,12,-45.45454545454545
21,81,48----,48,47,-2.083333333333333
21,83,48----,120,84,-30.0
21,85,48----,88,78,-11.363636363636363
21,87,48----,33,34,3.0303030303030303
21,89,48----,321,76,-76.32398753894081
21,91,48----,183,190,3.825136612021858
21,93,48----,1230,1181,-3.983739837398374
21,95,48----,117,19,-83.76068376068376
21,97,48----,103,35,-66.01941747572816
21,99,48----,27,20,-25.925925925925924
21,101,48----,607,511,-15.815485996705107
21,103,48----,15,52,246.66666666666669
21,105,48----,158,155,-1.89873417721519
21,107,48----,1491,1114,-25.28504359490275
21,111,48----,56280,50138,-10.913290689410092
21,113,48----,249,117,-53.01204819277109
21,115,48----,31,57,83.87096774193549
21,117,48----,6236,4837,-22.43425272610648
21,119,48----,54,50,-7.4074074074074066
21,121,48----,237,327,37.9746835443038
21,123,48----,25,10,-60.0
21,125,48----,2282,1803,-20.990359333917617
21,127,48----,27,45,66.66666666666666
21,129,48----,24,24,0.0
21,131,48----,9,12,33.33333333333333
21,133,48----,132,144,9.090909090909092
21,135,48----,63,41,-34.92063492063492
21,137,48----,15,38,153.33333333333334
21,139,48----,51,88,72.54901960784314
21,141,48----,161,171,6.211180124223603
21,143,48----,182,152,-16.483516483516482
21,145,48----,3458,3077,-11.01792943898207
21,149,48----,18,23,27.77777777777778
21,151,48----,183,198,8.19672131147541
21,153,48----,38,45,18.421052631578945
21,155,48----,99,72,-27.27272727272727
21,157,48----,364,193,-46.97802197802198
21,159,48----,14,16,14.285714285714285
21,161,48----,297,256,-13.804713804713806
21,163,48----,31,25,-19.35483870967742
21,165,48----,7,9,28.57142857142857
21,167,48----,319,149,-53.29153605015674
21,169,48----,50,38,-24.0
21,171,48----,43,65,51.162790697674424
21,173,48----,151,116,-23.178807947019866
21,175,48----,62,49,-20.967741935483872
21,177,48----,229,314,37.117903930131
21,179,48----,581,536,-7.74526678141136
21,183,48----,1340,1269,-5.298507462686567
21,185,48----,201,110,-45.27363184079602
21,187,48----,25,5,-80.0
21,191,48----,90,82,-8.88888888888889
21,193,48----,406,253,-37.68472906403941
21,195,48----,495,645,30.303030303030305
21,197,48----,195,166,-14.871794871794872
21,199,48----,365,491,34.52054794520548
21,203,48----,177,219,23.728813559322035
21,205,48----,702,722,2.849002849002849
21,207,48----,37,27,-27.027027027027028
21,209,48----,920,865,-5.978260869565218
21,211,48----,1818,1591,-12.486248624862487
21,213,48----,1084,658,-39.29889298892989
21,215,48----,19,31,63.1578947368421
21,217,48----,268,229,-14.55223880597015
21,219,48----,95,105,10.526315789473683
21,221,48----,13,12,-7.6923076923076925
21,223,48----,3,13,333.33333333333337
21,225,48----,48,72,50.0
21,227,48----,3412,2808,-17.702227432590856
21,229,48----,99,93,-6.0606060606060606
21,233,48----,140,162,15.714285714285714
21,235,48----,179,527,194.41340782122904
21,237,48----,166,59,-64.45783132530121
21,239,48----,449,360,-19.821826280623608
22,1,48----,371,382,2.964959568733154
22,3,48----,36,35,-2.7777777777777777
22,5,48----,1636,1497,-8.49633251833741
22,7,48----,212,204,-3.7735849056603774
22,9,48----,116,91,-21.551724137931032
22,11,48----,151,137,-9.271523178807946
22,13,48----,197,255,29.441624365482234
22,15,48----,1309,1252,-4.354469060351414
22,17,48----,3028,3977,31.34081902245707
22,19,48----,2424,3708,52.97029702970298
22,21,48----,28,37,32.142857142857146
22,23,48----,533,624,17.073170731707318
22,25,48----,7,3,-57.14285714285714
22,27,48----,103,113,9.70873786407767
22,29,48----,51,83,62.745098039215684
22,31,48----,120,124,3.3333333333333335
22,33,48----,6613,7813,18.14607591108423
22,35,48----,171,157,-8.187134502923977
22,37,48----,90,98,8.88888888888889
22,39,48----,304,307,0.9868421052631579
22,41,48----,98,91,-7.142857142857142
22,43,48----,24,35,45.83333333333333
22,45,48----,749,1076,43.65821094793058
22,47,48----,952,948,-0.42016806722689076
22,49,48----,102,61,-40.19607843137255
22,51,48----,9951,9029,-9.265400462265099
22,53,48----,135,159,17.77777777777778
22,55,48----,4016,5106,27.141434262948206
22,57,48----,3712,3529,-4.929956896551724
22,59,48----,63,44,-30.158730158730158
22,61,48----,310,279,-10.0
22,63,48----,556,478,-14.028776978417264
22,65,48----,184,148,-19.565217391304348
22,67,48----,110,86,-21.818181818181817
22,69,48----,433,290,-33.02540415704388
22,71,48----,6780,7376,8.7905604719764
22,73,48----,1445,1683,16.470588235294116
22,75,48----,1307,1428,9.257842387146137
22,77,48----,290,284,-2.0689655172413794
22,79,48----,1037,895,-13.69334619093539
22,81,48----,44,72,63.63636363636363
22,83,48----,137,130,-5.109489051094891
22,85,48----,100,100,0.0
22,87,48----,450,719,59.77777777777777
22,89,48----,3181,3062,-3.740961961647281
22,91,48----,33,39,18.181818181818183
22,93,48----,1608,1663,3.4203980099502482
22,95,48----,992,646,-34.87903225806452
22,97,48----,1657,1629,-1.6898008449004225
22,99,48----,383,483,26.109660574412537
22,101,48----,1093,1104,1.0064043915827996
22,103,48----,2921,2098,-28.1752824375214
22,105,48----,2165,1692,-21.84757505773672
22,107,48----,11,19,72.72727272727273
22,109,48----,2717,2620,-3.570114096429886
22,111,48----,71,94,32.3943661971831
22,113,48----,454,436,-3.9647577092511015
22,115,48----,199,222,11.557788944723619
22,117,48----,89,98,10.112359550561797
22,119,48----,302,360,19.205298013245034
22,121,48----,1710,1384,-19.06432748538012
22,123,48----,29,29,0.0
22,125,48----,19,53,178.94736842105263
22,127,48----,27,33,22.22222222222222
23,1,48----,2457,2375,-3.337403337403337
23,3,48----,919,1096,19.26006528835691
23,5,48----,5887,6879,16.850687956514353
23,7,48----,125,132,5.6000000000000005
23,9,48----,315,277,-12.063492063492063
23,11,48----,1203,1206,0.24937655860349126
23,13,48----,306,342,11.76470588235294
23,15,48----,161,187,16.149068322981368
23,17,48----,263,260,-1.1406844106463878
23,19,48----,2696,2709,0.4821958456973294
23,21,48----,78,75,-3.8461538461538463
23,23,48----,74,58,-21.62162162162162
23,25,48----,351,430,22.507122507122507
23,27,48----,196,217,10.714285714285714
23,29,48----,240,240,0.0
23,31,48----,1507,1287,-14.5985401459854
24,1,48----,730,633,-13.287671232876713
24,3,48----,16306,15171,-6.960627989697043
24,5,48----,10984,8861,-19.328113619810633
24,9,48----,300,390,30.0
24,11,48----,606,778,28.38283828382838
24,13,48----,2605,2296,-11.861804222648754
24,15,48----,4019,3762,-6.394625528738492
24,17,48----,1490,1260,-15.436241610738255
24,19,48----,386,455,17.875647668393782
24,21,48----,2726,2185,-19.845928099779897
24,23,48----,453,468,3.3112582781456954
24,25,48----,5650,5600,-0.8849557522123894
24,27,48----,5276,5121,-2.9378316906747535
24,29,48----,140,145,3.571428571428571
24,31,48----,5115,2998,-41.3880742913001
24,33,48----,16347,13135,-19.648865235211353
24,35,48----,230,232,0.8695652173913043
24,37,48----,791,707,-10.619469026548673
24,39,48----,64,73,14.0625
24,41,48----,459,339,-26.143790849673206
24,43,48----,9042,5637,-37.65759787657598
24,45,48----,1364,1272,-6.744868035190615
24,47,48----,93,80,-13.978494623655912
24,510,48----,9931,9779,-1.5305608700030209
24,999,48----,99,15,-84.84848484848484
25,1,48----,2468,2179,-11.709886547811992
25,3,48----,875,961,9.828571428571427
25,5,48----,9231,8550,-7.377315567110822
25,7,48----,219,205,-6.392694063926941
25,9,48----,5867,5805,-1.056758138742117
25,11,48----,794,573,-27.83375314861461
25,13,48----,7590,7106,-6.3768115942028984
25,15,48----,630,713,13.174603174603176
25,17,48----,21270,20658,-2.8772919605077574
25,19,48----,121,132,9.090909090909092
25,21,48----,12032,9802,-18.533909574468087
25,23,48----,6236,5882,-5.676715843489416
25,25,48----,23037,25992,12.827191040500066
25,27,48----,15734,13743,-12.65412482521927
25,999,48----,44,10,-77.27272727272727
26,3,48----,5,23,360.0
26,5,48----,1488,1142,-23.25268817204301
26,7,48----,242,207,-14.46280991735537
26,9,48----,6,20,233.33333333333334
26,11,48----,62,106,70.96774193548387
26,13,48----,16,12,-25.0
26,15,48----,251,74,-70.5179282868526
26,17,48----,424,407,-4.009433962264151
26,19,48----,42,40,-4.761904761904762
26,21,48----,1235,1416,14.65587044534413
26,23,48----,1416,1308,-7.627118644067797
26,25,48----,2129,1722,-19.11695631751996
26,27,48----,152,126,-17.105263157894736
26,29,48----,54,54,0.0
26,31,48----,75,69,-8.0
26,33,48----,245,245,0.0
26,35,48----,447,393,-12.080536912751679
26,37,48----,762,652,-14.435695538057743
26,39,48----,88,105,19.318181818181817
26,41,48----,521,499,-4.222648752399232
26,43,48----,467,484,3.640256959314775
26,45,48----,5022,3793,-24.47232178414974
26,47,48----,267,215,-19.475655430711612
26,49,48----,3393,3036,-10.521662245800178
26,51,48----,47,38,-19.148936170212767
26,53,48----,70,63,-10.0
26,55,48----,812,913,12.438423645320198
26,57,48----,314,272,-13.375796178343949
26,59,48----,111,136,22.52252252252252
26,61,48----,187,162,-13.368983957219251
26,63,48----,434,404,-6.912442396313365
26,65,48----,4543,4852,6.801672903367819
26,67,48----,134,123,-8.208955223880597
26,69,48----,1103,784,-28.921124206708974
26,71,48----,122,83,-31.967213114754102
26,73,48----,552,602,9.057971014492754
26,75,48----,952,986,3.571428571428571
26,77,48----,3960,3220,-18.68686868686869
26,79,48----,153,96,-37.254901960784316
26,81,48----,15114,12546,-16.99086939261612
26,87,48----,443,233,-47.40406320541761
26,89,48----,70,56,-20.0
26,91,48----,432,664,53.70370370370371
26,93,48----,2113,1888,-10.648367250354946
26,95,48----,19,16,-15.789473684210526
26,97,48----,80,40,-50.0
26,99,48----,9281,8014,-13.651546169593795
26,101,48----,78,84,7.6923076923076925
26,103,48----,550,552,0.36363636363636365
26,105,48----,226,278,23.008849557522122
26,107,48----,151,154,1.9867549668874174
26,109,48----,209,237,13.397129186602871
26,111,48----,396,273,-31.060606060606062
26,113,48----,208,241,15.865384615384615
26,115,48----,2117,2254,6.471421823334908
26,117,48----,180,177,-1.6666666666666667
26,119,48----,14,12,-14.285714285714285
26,121,48----,980,878,-10.408163265306122
26,123,48----,117,217,85.47008547008546
26,125,48----,15273,11220,-26.53702612453349
26,127,48----,133,151,13.533834586466165
26,129,48----,218,144,-33.94495412844037
26,131,48----,12,19,58.333333333333336
26,133,48----,158,157,-0.6329113924050633
26,135,48----,22,21,-4.545454545454546
26,137,48----,475,316,-33.473684210526315
26,139,48----,3407,2793,-18.021719988259466
26,141,48----,33,79,139.3939393939394
26,143,48----,61,62,1.639344262295082
26,145,48----,2321,2136,-7.9707022834984915
26,147,48----,1223,1317,7.686017988552739
26,149,48----,300,381,27.0
26,151,48----,247,183,-25.910931174089068
26,153,48----,86,70,-18.6046511627907
26,155,48----,604,526,-12.91390728476821
26,157,48----,258,236,-8.527131782945736
26,159,48----,304,317,4.276315789473684
26,161,48----,5351,4062,-24.088955335451317
26,163,48----,43952,45587,3.719967236985803
26,165,48----,620,421,-32.09677419354839
26,999,48----,682,381,-44.13489736070381
27,1,48----,107,101,-5.607476635514018
27,3,48----,5943,5724,-3.685007571933367
27,5,48----,482,438,-9.12863070539419
27,7,48----,505,407,-19.405940594059405
27,9,48----,469,505,7.675906183368871
27,11,48----,36,37,2.7777777777777777
27,13,48----,1445,1259,-12.8719723183391
27,15,48----,1547,1534,-0.8403361344537815
27,17,48----,326,247,-24.233128834355828
27,19,48----,460,506,10.0
27,21,48----,71,51,-28.169014084507044
27,23,48----,91,98,7.6923076923076925
27,25,48----,350,287,-18.0
27,27,48----,475,431,-9.263157894736842
27,29,48----,40,43,7.5
27,31,48----,13,16,23.076923076923077
27,33,48----,49,22,-55.10204081632652
27,35,48----,742,588,-20.754716981132077
27,37,48----,11379,12590,10.642411459706477
27,39,48----,121,89,-26.446280991735538
27,41,48----,228,302,32.45614035087719
27,43,48----,89,80,-10.112359550561797
27,45,48----,93,78,-16.129032258064516
27,47,48----,303,338,11.55115511551155
27,49,48----,480,519,8.125
27,51,48----,42,45,7.142857142857142
27,53,48----,30238,30222,-0.05291355248362987
27,55,48----,291,314,7.903780068728522
27,57,48----,123,97,-21.138211382113823
27,59,48----,273,234,-14.285714285714285
27,61,48----,394,464,17.766497461928935
27,63,48----,230,262,13.91304347826087
27,65,48----,20,30,50.0
27,67,48----,517,410,-20.6963249516441
27,69,48----,19,10,-47.368421052631575
27,71,48----,133,131,-1.5037593984962405
27,73,48----,55,70,27.27272727272727
27,75,48----,27,30,11.11111111111111
27,77,48----,110,70,-36.36363636363637
27,79,48----,204,254,24.509803921568626
27,81,48----,86,91,5.813953488372093
27,83,48----,642,634,-1.2461059190031152
27,85,48----,646,608,-5.88235294117647
27,87,48----,33,33,0.0
27,89,48----,36,17,-52.77777777777778
27,91,48----,204,198,-2.941176470588235
27,93,48----,216,254,17.59259259259259
27,95,48----,153,182,18.954248366013072
27,97,48----,289,326,12.802768166089965
27,99,48----,718,672,-6.406685236768802
27,101,48----,109,114,4.587155963302752
27,103,48----,545,507,-6.972477064220184
27,105,48----,435,461,5.977011494252873
27,107,48----,16,21,31.25
27,109,48----,1771,1869,5.533596837944664
27,111,48----,365,479,31.232876712328768
27,113,48----,221,207,-6.334841628959276
27,115,48----,148,134,-9.45945945945946
27,117,48----,154,130,-15.584415584415584
27,119,48----,421,415,-1.4251781472684086
27,121,48----,91,77,-15.384615384615385
27,123,48----,6837,6037,-11.701038467163961
27,125,48----,76,79,3.9473684210526314
27,127,48----,230,219,-4.782608695652174
27,129,48----,593,417,-29.679595278246207
27,131,48----,1163,1161,-0.17196904557179707
27,133,48----,101,89,-11.881188118811881
27,135,48----,284,100,-64.7887323943662
27,137,48----,2111,3113,47.465656087162486
27,139,48----,4186,3243,-22.52747252747253
27,141,48----,1241,1163,-6.285253827558421
27,143,48----,141,128,-9.219858156028367
27,145,48----,4592,4718,2.7439024390243905
27,147,48----,690,874,26.666666666666668
27,149,48----,92,66,-28.26086956521739
27,151,48----,111,80,-27.927927927927925
27,153,48----,184,176,-4.3478260869565215
27,155,48----,20,19,-5.0
27,157,48----,434,330,-23.963133640552993
27,159,48----,154,143,-7.142857142857142
27,161,48----,114,123,7.894736842105263
27,163,48----,4019,3069,-23.63772082607614
27,165,48----,161,162,0.6211180124223602
27,167,48----,44,48,9.090909090909092
27,169,48----,1094,1335,22.02925045703839
27,171,48----,1290,1300,0.7751937984496124
27,173,48----,150,152,1.3333333333333335
27,999,48----,250,188,-24.8
28,1,48----,658,927,40.88145896656535
28,3,48----,186,181,-2.6881720430107525
28,5,48----,152,145,-4.605263157894736
28,7,48----,160,163,1.875
28,11,48----,520,510,-1.9230769230769231
28,13,48----,104,154,48.07692307692308
28,15,48----,71,32,-54.929577464788736
28,17,48----,119,141,18.487394957983195
28,19,48----,43,28,-34.883720930232556
28,21,48----,6,5,-16.666666666666664
28,23,48----,69,49,-28.985507246376812
28,25,48----,390,434,11.282051282051283
28,27,48----,115,171,48.69565217391305
28,29,48----,232,615,165.08620689655174
28,31,48----,235,308,31.06382978723404
28,33,48----,12145,8227,-32.260189378345
28,35,48----,922,854,-7.37527114967462
28,37,48----,75,581,674.6666666666667
28,39,48----,72,95,31.944444444444443
28,41,48----,35,33,-5.714285714285714
28,43,48----,228,258,13.157894736842104
28,45,48----,221,201,-9.049773755656108
28,47,48----,1965,1607,-18.21882951653944
28,49,48----,3738,3389,-9.336543606206527
28,51,48----,49,31,-36.734693877551024
28,53,48----,22,27,22.727272727272727
28,57,48----,220,298,35.45454545454545
28,59,48----,873,607,-30.469644902634595
28,61,48----,85,147,72.94117647058823
28,65,48----,26,24,-7.6923076923076925
28,67,48----,730,888,21.643835616438356
28,69,48----,13,9,-30.76923076923077
28,71,48----,375,76,-79.73333333333333
28,73,48----,408,427,4.6568627450980395
28,75,48----,1187,876,-26.20050547598989
28,77,48----,70,46,-34.285714285714285
28,79,48----,76,50,-34.21052631578947
28,81,48----,2369,1630,-31.19459687631912
28,83,48----,313,281,-10.223642172523961
28,85,48----,1619,1387,-14.32983323038913
28,87,48----,927,961,3.6677454153182305
28,89,48----,1415,2376,67.91519434628975
28,91,48----,605,354,-41.48760330578513
28,93,48----,1572,1646,4.707379134860051
28,95,48----,140,150,7.142857142857142
28,97,48----,108,75,-30.555555555555557
28,99,48----,117,117,0.0
28,101,48----,44,69,56.81818181818182
28,103,48----,101,88,-12.871287128712872
28,105,48----,52,37,-28.846153846153843
28,107,48----,258,281,8.914728682170542
28,109,48----,103,67,-34.95145631067961
28,111,48----,197,146,-25.888324873096447
